order_item_id,order_id,product_id,quantity,unit_price,item_discount
104,46,23,1,44.85,0.0
105,46,93,1,213.48,2.14
106,47,179,1,350.03,1.35
107,48,61,1,328.43,0.0
108,48,147,2,302.29,0.9
109,48,66,1,456.13,5.65
110,49,150,1,208.19,6.77
111,50,125,1,462.12,0.45
112,51,41,3,312.64,4.39
113,51,6,1,354.02,4.55
114,52,73,2,350.92,2.56
115,52,153,1,318.11,0.89
116,52,30,4,235.06,0.0
117,53,112,1,384.58,6.73
118,54,179,1,356.35,2.41
119,55,157,1,452.37,5.68
120,55,41,2,295.52,0.0
121,55,83,3,289.13,6.8
122,56,28,1,474.91,5.21
123,56,138,1,379.41,2.4
124,56,37,1,113.7,7.96
125,57,12,1,98.62,4.12
126,58,79,2,91.7,0.0
127,58,61,2,343.32,6.59
128,58,150,1,212.73,6.5
129,58,6,3,429.81,3.05
130,58,175,1,266.97,7.43
131,59,21,1,412.3,6.04
132,59,74,4,251.5,0.0
133,59,152,1,192.01,7.08
134,59,94,1,228.88,5.53
135,60,141,1,541.67,0.08
136,61,106,1,572.37,3.2
137,62,64,2,328.18,1.18
138,63,37,2,95.28,7.09
139,63,10,1,15.39,
140,64,130,3,44.62,0.89
141,65,13,2,29.29,0.0
142,65,176,2,484.42,0.0
143,66,115,1,53.08,4.58
144,66,117,1,365.49,0.69
145,66,3,1,165.19,4.9
146,66,169,1,132.21,0.0
147,67,37,1,95.46,0.0
148,67,138,1,401.83,9.01
149,67,170,1,201.14,10.54
150,68,177,3,514.36,0.0
151,69,102,1,210.01,0.0
152,69,62,3,296.76,3.06
153,70,151,1,426.38,2.96
154,71,5,1,215.7,6.62
155,71,71,2,517.57,2.09
156,71,53,1,332.49,0.0
157,72,41,2,289.86,1.08
158,72,69,1,42.37,3.7
159,72,4,1,738.8,
160,72,87,1,280.44,2.06
161,73,140,1,77.35,0.0
162,73,76,4,638.42,
163,73,100,1,259.32,0.0
164,74,28,1,469.77,6.6
165,75,99,1,84.73,2.79
166,75,108,1,306.84,2.16
167,75,4,4,555.98,3.27
168,75,144,1,140.98,8.44
169,75,63,1,486.74,5.12
170,76,118,2,586.81,0.0
171,76,115,2,48.78,1.58
172,77,171,2,300.55,10.79
173,78,44,1,121.03,0.0
174,78,6,1,337.87,
175,79,3,1,192.85,0.37
176,79,85,1,46.96,
177,79,169,1,126.5,9.26
178,79,29,2,113.79,3.75
179,80,97,2,205.53,2.85
180,80,107,1,196.47,6.0
181,80,168,1,433.17,1.08
182,81,112,1,407.87,6.89
183,81,41,1,302.01,2.25
184,82,90,1,62.61,0.53
185,83,128,1,249.16,10.42
186,84,98,1,557.87,3.48
187,84,75,1,106.78,3.52
188,84,7,1,407.99,11.49
189,85,96,2,273.42,0.0
190,85,37,1,105.53,8.86
191,85,16,1,236.46,0.0
192,85,55,3,212.2,4.04
193,86,157,1,467.35,0.0
194,86,151,1,407.61,7.91
195,87,36,1,275.95,0.98
196,87,165,2,348.18,0.0
197,87,121,1,26.87,7.43
198,87,176,1,488.99,10.8
199,88,77,1,507.38,4.41
200,88,89,1,9.12,4.34
201,89,125,1,451.7,3.79
202,89,111,1,48.0,1.07
203,90,133,3,139.38,5.0
204,90,41,2,306.2,1.46
205,91,47,2,285.77,5.72
206,91,131,1,97.9,0.0
207,92,35,1,58.01,0.0
208,92,60,1,216.77,0.0
209,92,4,2,697.21,0.0
210,92,57,1,184.74,0.0
211,93,177,2,461.32,4.48
212,94,141,1,495.16,2.15
213,94,96,3,287.3,0.0
214,95,74,1,243.68,1.0
215,96,157,1,457.03,5.36
216,97,150,2,207.39,1.67
217,98,27,1,70.7,0.82
218,99,162,2,192.4,0.0
219,99,29,1,117.43,3.46
220,100,93,1,230.61,1.63
221,101,116,1,284.33,0.0
222,101,39,3,216.23,0.0
223,101,151,2,460.27,0.93
224,101,95,2,50.87,0.33
225,102,163,1,476.68,0.0
226,102,128,1,228.71,0.17
227,103,116,1,262.22,2.13
228,104,144,1,150.48,0.0
229,105,146,2,44.39,0.0
230,105,11,1,393.51,0.0
231,105,137,3,305.7,0.53
232,105,126,1,295.33,6.3
233,105,112,1,442.08,3.0
234,106,155,1,282.44,3.28
235,106,21,1,423.12,0.0
236,107,22,1,107.37,6.59
237,108,169,1,123.86,0.0
238,108,149,2,102.16,1.27
239,109,119,1,304.56,6.19
240,109,154,1,344.0,3.34
241,109,131,1,102.48,11.43
242,110,148,1,11.15,4.91
243,111,44,1,126.42,3.44
244,111,60,1,198.74,0.0
245,111,179,3,379.76,1.65
246,112,110,2,230.58,0.0
247,113,173,1,323.52,8.26
248,113,141,1,486.24,0.0
249,113,51,2,334.94,1.57
250,113,119,1,321.57,0.0
251,113,112,1,413.97,14.15
252,114,23,2,49.55,0.8
253,114,179,2,348.62,8.91
254,114,27,1,62.82,5.99
255,115,113,1,270.13,2.08
256,115,133,1,133.36,6.34
257,116,126,2,310.68,5.77
258,117,25,1,202.84,5.71
259,117,139,1,484.99,0.0
260,117,45,2,351.38,1.27
261,117,69,1,44.46,0.15
262,118,116,1,265.35,3.05
263,119,56,1,97.96,4.67
264,120,62,1,323.65,2.49
265,121,178,3,359.78,4.44
266,121,119,2,326.12,11.33
267,122,128,1,211.32,0.0
268,122,138,4,394.73,1.64
269,122,127,4,493.28,4.94
270,123,58,1,470.52,10.62
271,124,19,3,172.76,0.86
272,124,22,2,106.57,0.0
273,125,8,1,172.98,8.27
274,125,128,2,238.28,0.0
275,126,26,1,248.29,5.71
276,126,43,3,293.28,1.19
277,126,162,2,199.25,5.09
278,127,34,1,339.02,4.14
279,128,110,1,238.02,0.0
280,129,111,2,51.7,0.55
281,129,25,1,201.13,0.0
282,130,43,1,293.6,1.67
283,130,10,1,14.21,6.44
284,130,13,2,29.97,6.49
285,130,75,1,101.54,0.0
286,131,118,1,584.3,
287,132,65,1,140.17,0.0
288,132,93,2,206.38,2.5
289,132,29,3,100.74,3.79
290,133,32,2,545.38,3.96
291,134,31,1,357.33,2.06
292,135,151,3,451.78,1.81
293,135,33,2,376.85,7.08
294,135,61,1,342.63,0.0
295,135,110,1,238.59,0.0
296,136,112,1,397.45,5.67
297,137,70,1,401.21,1.89
298,137,131,1,103.91,8.91
299,138,157,2,498.05,0.0
300,138,67,1,51.45,0.0
301,139,130,1,44.89,4.31
302,140,164,3,128.25,1.87
303,141,99,1,78.15,2.79
304,141,69,3,45.12,6.17
305,141,143,1,335.43,3.65
306,142,34,2,356.48,0.0
307,142,105,1,51.88,1.4
308,142,124,1,341.56,1.09
309,142,158,4,146.34,0.0
310,143,23,1,52.91,2.6
311,143,153,2,325.58,
312,143,82,4,680.91,8.91
313,143,62,1,319.5,5.97
314,143,73,2,332.56,0.0
315,144,12,2,91.92,0.0
316,144,25,1,218.4,1.57
317,144,131,1,96.79,0.0
318,144,65,2,129.18,3.3
319,145,120,1,286.17,7.85
320,145,166,1,175.34,5.79
321,146,80,1,276.53,0.61
322,147,21,1,391.79,12.66
323,147,35,1,60.48,8.78
324,147,11,3,360.32,0.15
325,147,174,1,527.01,8.61
326,148,97,3,226.48,5.93
327,148,30,1,260.66,3.53
328,148,76,1,719.18,8.55
329,149,151,1,439.7,7.41
330,149,16,1,237.93,0.0
331,150,112,1,440.04,0.74
332,150,146,2,42.23,
333,150,148,2,11.87,2.79
334,151,164,1,140.68,8.77
335,151,158,2,139.01,2.41
336,151,50,3,322.3,4.6
337,152,122,3,593.47,6.58
338,152,31,1,396.84,3.57
339,152,14,1,17.14,11.38
340,153,56,1,94.2,6.23
341,153,51,2,347.54,4.54
342,154,9,2,493.34,7.32
343,154,125,2,455.96,0.0
344,154,153,1,372.93,2.49
345,154,137,1,305.37,10.15
346,155,18,1,368.86,7.93
347,155,109,1,275.19,0.0
348,156,38,1,260.74,7.4
349,156,96,1,279.17,0.0
350,156,144,1,148.31,0.0
351,156,122,1,504.39,0.0
352,157,93,1,206.42,2.9
353,157,41,2,313.1,0.48
354,157,111,1,49.11,6.55
355,158,111,1,45.88,7.36
356,158,131,1,96.13,6.46
357,158,45,1,329.18,8.96
358,158,1,2,60.82,6.13
359,159,70,2,359.0,3.2
360,159,140,1,79.3,0.0
361,159,12,1,102.05,0.0
362,160,153,1,333.86,11.28
363,160,55,1,190.12,7.58
364,161,23,1,46.2,0.0
365,161,79,1,86.09,0.0
366,161,64,1,271.33,2.62
367,161,54,2,86.86,0.0
368,162,55,2,194.74,0.07
369,162,179,4,342.45,
370,162,40,1,311.33,3.64
371,162,13,1,32.22,1.93
372,163,65,1,138.76,0.0
373,163,81,2,62.48,6.15
374,163,122,1,504.79,5.42
375,163,36,1,284.89,7.05
376,163,110,1,221.73,0.0
377,164,142,1,542.1,
378,165,102,1,217.93,7.0
379,166,96,2,268.98,6.54
380,166,4,1,612.78,3.72
381,167,44,2,119.31,8.52
382,168,153,1,344.88,10.81
383,169,155,1,246.79,5.21
384,170,169,1,120.84,5.05
385,170,45,1,344.85,0.0
386,170,74,1,241.96,1.51
387,171,49,1,298.47,3.81
388,171,64,1,286.31,5.01
389,172,157,1,479.77,0.0
390,172,8,1,177.51,3.39
391,173,67,4,51.71,0.0
392,174,54,1,84.51,4.69
393,174,176,1,473.21,1.97
394,175,61,1,343.9,5.47
395,175,150,2,227.69,9.61
396,175,67,1,46.4,
397,175,32,2,569.65,0.0
398,175,133,1,137.65,8.66
399,176,78,2,39.95,6.19
400,176,145,3,368.18,6.11
401,176,92,1,204.35,3.67
402,177,76,3,704.15,1.68
403,177,30,1,231.32,2.91
404,177,118,1,567.74,0.82
405,177,112,3,483.76,1.44
406,178,107,3,208.02,2.95
407,178,42,1,302.32,0.0
408,179,150,1,201.8,0.4
409,179,84,1,75.29,0.99
410,180,26,1,240.49,0.0
411,180,114,2,213.71,3.65
412,181,62,2,288.57,0.0
413,182,169,1,122.99,0.16
414,182,132,1,120.71,7.33
415,183,129,1,657.42,0.0
416,184,35,1,61.48,2.98
417,184,63,1,475.36,3.51
418,184,65,1,127.22,2.12
419,185,60,1,220.94,2.94
420,186,13,4,30.68,6.73
421,186,167,4,232.52,0.0
422,186,25,2,199.86,4.65
423,186,39,1,213.54,4.08
424,187,136,1,169.84,8.83
425,187,12,1,96.48,6.51
426,187,177,1,485.75,5.05
427,188,78,1,39.4,0.79
428,188,84,2,69.22,0.0
429,188,102,1,249.89,10.66
430,188,169,1,115.06,0.33
431,189,145,1,355.68,6.15
432,189,113,3,257.9,5.5
433,190,167,1,231.0,2.45
434,190,69,1,40.86,0.17
435,190,139,4,476.66,7.75
436,191,127,1,552.68,0.0
437,191,87,1,321.66,5.99
438,192,73,1,344.46,11.61
439,193,44,1,119.55,3.45
440,194,34,1,331.69,1.49
441,195,21,1,381.81,1.0
442,196,1,1,66.4,5.85
443,197,142,2,561.28,1.77
444,197,155,1,271.64,5.35
445,198,71,1,576.9,7.94
446,198,22,1,106.86,2.63
447,198,176,1,489.91,1.03
448,198,120,2,242.12,4.26
449,199,100,1,278.66,4.87
450,200,160,1,146.18,6.08
451,201,167,2,224.91,6.13
452,201,93,1,216.67,6.93
453,202,133,1,140.2,5.94
454,203,12,1,93.98,0.0
455,203,167,1,219.33,7.65
456,203,90,2,82.4,0.75
457,204,56,1,90.78,0.0
458,204,59,2,142.94,2.49
459,204,12,1,91.85,1.08
460,205,40,1,310.68,6.8
461,205,101,1,112.39,6.65
462,206,8,1,170.26,2.11
463,207,73,3,316.92,5.97
464,207,100,1,292.25,0.0
465,207,111,1,50.34,0.0
466,208,151,3,425.06,3.79
467,209,16,2,216.23,0.0
468,209,138,1,380.95,3.85
469,210,43,1,289.46,1.53
470,210,160,1,126.25,0.0
471,210,103,1,263.14,4.05
472,211,70,1,434.05,0.0
473,211,142,1,578.84,0.0
474,212,113,1,302.83,0.0
475,213,107,1,198.28,3.98
476,213,17,1,35.72,7.9
477,214,4,1,672.38,7.97
478,214,1,1,67.21,0.0
479,214,15,1,664.38,
480,214,96,1,273.83,0.0
481,215,137,1,306.59,5.21
482,215,104,3,245.57,1.55
483,215,148,1,10.99,2.61
484,216,140,1,78.06,5.34
485,216,99,1,77.11,5.05
486,217,146,1,41.95,3.4
487,217,14,1,17.47,0.0
488,217,82,1,667.5,0.0
489,218,8,2,148.91,4.1
490,218,115,1,50.31,2.24
491,218,147,1,292.84,1.22
492,218,66,1,478.47,0.0
493,219,63,1,466.47,0.0
494,219,55,1,209.26,
495,220,64,1,317.37,0.7
496,221,48,1,38.53,2.95
497,222,119,1,278.83,5.02
498,222,124,1,320.55,3.74
499,222,128,1,256.23,1.48
500,222,82,1,628.26,6.22
501,222,161,1,62.41,0.0
502,223,126,3,288.67,0.0
503,223,23,4,43.48,0.82
504,223,89,1,9.31,13.24
505,223,76,1,718.97,3.31
506,224,33,1,361.83,3.36
507,225,5,3,224.38,0.0
508,225,86,1,140.19,1.14
509,225,61,1,346.52,0.22
510,226,93,1,220.8,0.0
511,226,21,2,368.99,0.0
512,226,132,2,127.5,1.84
513,227,141,1,493.3,0.0
514,227,30,2,244.24,8.47
515,228,94,1,244.88,4.25
516,229,116,1,282.67,0.0
517,230,134,1,509.4,0.71
518,231,170,1,198.51,0.0
519,231,88,1,280.6,5.03
520,232,25,1,204.9,3.19
521,232,180,1,227.89,5.18
522,232,102,1,208.51,0.0
523,233,26,3,257.38,7.33
524,233,172,1,255.56,0.0
525,233,90,1,26.58,2.59
526,234,145,3,345.89,0.0
527,234,163,1,517.01,9.16
528,235,50,1,349.9,0.0
529,236,63,1,472.31,3.07
530,236,142,2,553.44,5.42
531,236,92,1,225.44,0.0
532,237,67,1,52.69,1.84
533,237,54,3,85.92,7.83
534,238,93,1,204.0,0.0
535,239,139,1,461.68,0.0
536,239,114,1,201.77,4.81
537,240,102,1,201.03,3.03
538,240,138,1,375.8,0.0
539,240,136,1,161.48,0.0
540,241,81,1,23.66,5.31
541,241,106,1,583.51,4.17
542,241,50,1,345.8,7.53
543,241,151,2,409.87,1.12
544,242,106,1,637.36,0.0
545,242,22,3,98.76,0.0
546,242,174,2,473.66,8.42
547,242,105,1,53.47,
548,243,89,3,8.79,4.17
549,243,160,3,130.63,7.17
550,243,173,1,313.35,6.21
551,243,58,1,528.45,1.78
552,243,178,2,372.16,0.71
553,244,32,3,499.88,2.73
554,244,126,1,314.59,0.0
555,244,82,1,647.26,1.5
556,245,146,3,44.58,7.3
557,245,156,1,97.3,4.31
558,245,2,1,760.78,0.96
559,245,173,1,307.52,0.0
560,246,61,1,332.43,0.0
561,246,12,1,99.01,2.54
562,246,33,1,337.38,3.24
563,246,65,1,138.83,6.9
564,246,24,1,374.04,4.71
565,247,159,1,111.07,5.77
566,248,33,1,347.11,0.0
567,248,130,2,44.91,3.47
568,248,18,3,372.31,0.0
569,248,71,1,497.33,0.0
570,249,30,4,239.19,0.0
571,249,14,1,18.74,2.6
572,250,160,1,134.87,6.17
573,251,35,1,61.5,0.0
574,251,175,1,295.59,3.79
575,251,100,1,278.52,0.67
576,252,160,1,151.66,0.0
577,253,133,2,133.26,0.0
578,253,62,1,311.03,3.54
579,253,106,1,604.4,1.56
580,253,152,1,187.83,0.92
581,254,116,2,284.85,2.69
582,255,84,1,79.05,3.07
583,255,159,1,108.68,
584,256,13,2,31.86,0.0
585,256,107,1,211.22,0.0
586,257,77,3,510.62,0.0
587,257,6,1,348.84,7.06
588,257,29,1,109.42,8.82
589,257,126,1,313.22,5.85
590,258,93,2,223.81,5.68
591,259,55,1,207.37,14.5
592,259,156,2,98.9,5.42
593,259,51,2,373.42,5.61
594,260,70,1,437.54,3.1
595,260,74,2,253.17,0.0
596,260,30,2,234.48,0.0
597,260,169,3,127.89,7.63
598,261,101,1,115.31,1.63
599,262,131,1,96.84,0.39
600,263,27,2,74.03,0.69
601,263,122,1,547.64,1.53
602,263,163,1,509.06,6.2
603,263,69,2,38.84,0.0
604,264,91,2,486.55,0.8
605,264,167,2,213.61,4.78
606,265,78,2,37.2,5.19
607,265,47,2,299.04,4.33
608,265,18,1,365.32,11.17
609,265,45,1,362.17,0.0
610,266,132,1,120.6,2.27
611,266,10,1,14.11,0.0
612,267,149,1,112.73,6.04
613,267,88,3,293.93,1.78
614,268,167,1,230.32,6.49
615,268,31,1,379.37,5.68
616,269,119,2,314.35,0.0
617,270,58,1,484.21,0.0
618,271,17,1,37.95,0.0
619,271,20,3,249.4,0.25
620,271,177,1,554.63,2.28
621,272,143,3,362.34,4.01
622,272,54,2,85.2,2.83
623,272,3,1,182.73,2.64
624,273,140,1,77.81,4.2
625,273,68,1,274.47,0.0
626,274,72,2,59.73,6.15
627,274,98,1,527.24,7.53
628,274,39,1,208.59,0.63
629,274,43,1,295.36,0.0
630,275,55,1,214.59,0.0
631,275,7,1,391.32,5.88
632,275,94,2,237.77,6.71
633,275,133,4,135.1,0.0
634,275,73,2,305.46,7.64
635,276,44,1,130.08,4.61
636,276,126,1,306.04,0.0
637,276,28,1,434.9,3.39
638,276,31,1,366.0,0.0
639,276,160,2,135.79,9.16
640,277,134,1,459.96,0.0
641,278,53,1,356.64,3.44
642,278,59,1,158.49,1.22
643,278,88,1,275.84,3.37
644,279,79,1,84.81,1.65
645,280,175,2,285.23,0.63
646,281,13,1,33.43,0.0
647,282,6,1,377.71,0.0
648,283,74,2,265.97,0.0
649,284,179,3,336.09,6.58
650,284,151,4,413.13,4.04
651,284,36,2,285.31,0.48
652,284,7,2,347.49,5.3
653,284,39,2,218.82,2.42
654,285,145,3,341.06,1.45
655,285,85,3,43.72,5.18
656,286,47,3,290.91,1.85
657,286,100,1,262.54,0.8
658,286,138,1,410.76,0.0
659,286,137,1,312.15,0.0
660,286,32,1,532.18,4.55
661,287,23,1,47.05,7.66
662,287,85,1,43.2,1.96
663,287,130,1,47.94,1.92
664,288,8,1,156.47,8.59
665,288,154,1,365.1,0.97
666,288,139,2,454.07,9.53
667,288,57,1,177.91,6.63
668,288,179,4,382.75,3.3
669,289,5,1,228.4,5.76
670,289,44,1,124.5,3.52
671,290,80,1,293.73,0.8
672,290,96,1,279.08,4.32
673,290,169,1,131.44,6.85
674,291,49,1,279.66,0.0
675,292,50,1,338.25,3.61
676,293,90,1,28.13,0.0
677,294,90,2,91.97,3.41
678,294,45,1,341.18,6.2
679,294,134,1,474.3,
680,295,149,1,97.15,0.0
681,296,77,1,502.08,2.31
682,296,24,1,383.74,0.0
683,297,2,3,608.34,0.0
684,297,17,1,38.93,3.99
685,297,73,1,331.55,0.0
686,297,85,1,46.51,5.63
687,298,56,1,107.63,0.95
688,298,146,1,42.61,1.23
689,298,60,2,213.38,3.97
690,299,18,1,356.11,1.06
691,299,64,2,266.47,4.7
692,299,163,1,502.57,0.0
693,299,178,2,354.69,0.03
694,300,93,1,220.74,1.23
695,301,142,2,557.54,1.24
696,302,176,1,501.9,0.13
697,303,149,3,103.84,3.23
698,304,120,1,275.58,0.0
699,304,136,1,174.32,7.14
700,305,121,2,27.83,7.41
701,305,180,1,210.28,9.73
702,306,52,1,296.29,0.63
703,307,42,2,299.15,0.0
704,307,179,1,343.87,0.56
705,307,127,2,547.43,7.32
706,307,173,2,302.52,0.0
707,307,151,4,453.09,0.0
708,308,125,1,517.52,0.0
709,308,83,1,281.82,0.0
710,309,161,1,63.34,0.0
711,309,29,1,105.61,3.37
712,310,70,2,401.66,0.56
713,310,159,2,113.93,1.68
714,311,123,2,94.68,0.0
715,311,163,2,520.12,7.2
716,312,98,1,535.08,9.89
717,312,163,2,509.34,4.95
718,313,59,1,154.83,8.42
719,314,150,1,219.46,0.31
720,314,28,1,505.15,4.7
721,314,165,1,354.76,8.31
722,314,32,3,550.93,0.0
723,314,138,3,394.85,0.08
724,315,72,2,46.36,5.45
725,316,108,1,300.9,6.76
726,316,97,1,212.3,3.3
727,316,3,1,185.95,
728,317,87,1,293.53,2.92
729,317,136,1,156.81,0.0
730,317,111,3,51.77,0.14
731,318,81,2,40.18,7.24
732,319,90,1,47.05,4.67
733,320,125,2,508.18,1.23
734,321,149,2,101.96,3.79
735,322,171,2,336.9,0.0
736,322,117,1,367.62,1.47
737,323,106,1,599.18,7.08
738,324,112,3,438.0,0.0
739,324,19,1,160.41,6.99
740,325,150,1,219.88,0.0
741,326,48,2,40.4,1.74
742,327,37,1,100.66,7.6
743,327,78,1,40.56,6.93
744,327,147,1,302.56,3.41
745,327,74,4,251.19,0.72
746,328,96,1,258.67,0.5
747,328,174,1,460.27,2.0
748,328,104,1,258.8,3.58
749,329,53,1,349.26,0.0
750,329,176,2,515.84,
751,329,115,1,55.77,2.05
752,330,28,1,465.95,6.52
753,330,80,2,276.91,0.0
754,331,71,4,477.48,0.03
755,331,139,2,475.42,3.9
756,332,62,1,311.8,0.0
757,332,96,2,265.65,0.99
758,333,85,1,43.59,0.89
759,334,59,1,152.55,3.14
760,335,137,2,295.99,7.0
761,335,172,1,257.69,0.0
762,335,108,1,279.32,0.01
763,335,152,2,175.93,2.41
764,336,141,2,532.66,5.97
765,336,178,3,363.76,5.93
766,336,110,1,225.53,8.67
767,337,128,1,236.45,7.49
768,337,80,1,289.6,3.08
769,337,55,2,204.86,0.0
770,338,36,1,285.55,0.0
771,338,174,2,453.1,0.0
772,339,49,1,259.05,0.0
773,339,59,1,154.16,0.34
774,340,21,1,376.1,1.69
775,340,109,1,295.14,3.79
776,341,159,2,110.32,6.09
777,342,73,2,334.53,3.93
778,342,132,4,118.52,0.0
779,343,152,2,174.9,10.2
780,344,35,2,57.81,1.22
781,344,114,1,199.21,1.49
782,344,39,3,214.72,1.81
783,344,38,1,265.75,0.59
784,345,17,3,38.79,0.04
785,345,20,1,236.15,0.22
786,346,143,1,355.26,
787,346,89,1,9.69,0.0
788,346,151,4,473.38,0.0
789,347,97,1,226.82,1.22
790,347,136,3,183.19,4.66
791,348,105,1,62.9,0.0
792,348,124,1,329.26,4.99
793,349,72,2,75.16,0.0
794,350,7,1,369.3,5.63
795,350,129,1,685.4,6.23
796,351,52,1,303.45,4.48
797,352,3,1,179.15,0.0
798,352,39,2,212.79,5.32
799,352,69,1,42.92,
800,352,2,2,748.09,2.2
801,353,25,1,191.27,1.03
802,354,36,1,256.77,0.0
803,354,174,1,508.29,1.97
804,354,21,2,375.12,3.64
805,355,180,2,215.31,0.75
806,356,92,1,197.2,0.37
807,356,153,1,330.67,
808,356,139,1,431.05,0.0
809,356,130,1,49.87,0.02
810,357,28,2,505.42,0.0
811,357,27,1,78.05,5.91
812,357,97,2,237.68,3.09
813,358,22,3,109.45,3.7
814,358,170,1,198.61,0.9
815,359,118,2,567.32,8.86
816,359,40,2,321.91,3.37
817,360,107,1,201.7,5.75
818,360,20,2,257.49,0.0
819,360,26,1,258.07,0.0
820,361,90,1,93.1,1.15
821,361,83,1,280.16,0.0
822,362,164,1,130.07,1.78
823,362,110,3,240.03,1.61
824,362,52,3,307.53,0.85
825,362,177,1,567.57,0.0
826,362,78,2,39.04,3.51
827,363,64,1,264.95,0.0
828,363,8,1,174.38,3.71
829,364,78,1,40.41,5.63
830,364,140,1,76.65,10.5
831,365,172,1,241.96,5.96
832,365,140,1,78.03,0.0
833,366,57,1,176.38,2.39
834,366,170,1,215.7,6.29
835,367,82,1,694.22,0.92
836,367,80,1,300.48,0.0
837,368,8,1,169.57,0.0
838,369,140,3,78.44,9.47
839,370,137,1,308.79,
840,370,131,2,109.68,9.05
841,370,43,1,317.57,8.92
842,371,149,2,109.35,0.0
843,371,101,1,124.65,0.85
844,372,19,1,174.61,5.55
845,373,94,1,233.93,0.0
846,373,31,4,371.97,0.0
847,374,145,2,357.68,6.29
848,375,106,1,548.98,5.25
849,375,33,1,357.07,0.0
850,376,164,1,129.27,9.53
851,377,90,1,83.69,4.86
852,377,19,1,175.39,5.78
853,377,161,3,60.88,0.0
854,378,156,2,96.58,0.0
855,378,137,1,341.74,7.38
856,379,40,1,320.8,0.0
857,379,66,3,525.4,0.0
858,380,33,1,389.19,8.26
859,381,163,1,466.24,1.88
860,381,55,1,201.48,0.0
861,382,143,1,317.32,13.05
862,383,145,2,360.3,7.13
863,384,61,1,317.38,0.0
864,384,29,1,113.32,3.37
865,384,99,1,74.51,3.39
866,385,40,1,299.48,0.93
867,386,113,1,232.97,0.0
868,386,145,1,345.03,0.0
869,387,47,1,266.75,4.11
870,388,4,1,694.18,6.76
871,389,107,1,221.92,6.59
872,389,115,1,51.92,2.79
873,389,171,2,346.21,5.09
874,389,88,1,273.82,0.0
875,389,163,1,488.11,0.0
876,390,137,3,321.21,2.74
