touch_id,customer_id,campaign_name,channel,sent_at,opened,clicked,converted,device_type
119,874,Referral Blast,email,2025-09-28 23:00:00,0,1,0,desktop
120,1051,Holiday Push,email,2024-12-24 07:00:00,0,0,0,mobile
121,1168,Holiday Push,email,2024-12-10 02:00:00,0,1,0,desktop
122,765,Black Friday,social_ad,2024-09-25 01:00:00,0,1,0,desktop
123,594,Creator Campaign,email,2025-02-16 17:00:00,1,0,0,mobile
124,711,Black Friday,sms,2026-02-10 21:00:00,1,1,1,mobile
125,439,Winback Flow,email,2025-10-11 18:00:00,0,0,0,desktop
126,112,Creator Campaign,sms,2025-12-11 08:00:00,1,0,0,mobile
127,946,Referral Blast,social_ad,2024-04-11 01:00:00,1,0,0,desktop
128,1124,Winback Flow,sms,2025-01-07 05:00:00,0,0,0,desktop
129,971,Retention Nudge,social_ad,2025-04-08 22:00:00,1,0,0,mobile
130,696,Back to School,sms,2024-06-17 04:00:00,1,0,0,desktop
131,658,Summer Promo,sms,2025-04-28 23:00:00,1,0,0,mobile
132,358,Summer Promo,social_ad,2024-02-18 04:00:00,0,0,0,mobile
133,509,Retention Nudge,sms,2024-12-10 19:00:00,1,1,0,mobile
134,321,Winback Flow,push,2026-01-05 03:00:00,0,1,0,tablet
135,346,Black Friday,email,2024-07-08 15:00:00,1,0,0,mobile
136,585,Referral Blast,email,2025-01-16 08:00:00,0,0,0,desktop
137,750,Summer Promo,sms,2025-11-24 18:00:00,0,0,0,desktop
138,25,Summer Promo,email,2024-11-18 20:00:00,1,0,0,mobile
139,28,Back to School,email,2024-09-10 21:00:00,1,0,0,mobile
140,650,Black Friday,email,2025-04-08 18:00:00,0,0,0,tablet
141,677,Winback Flow,sms,2025-07-12 04:00:00,1,1,0,desktop
142,962,Summer Promo,email,2024-09-14 13:00:00,0,0,0,mobile
143,487,Holiday Push,email,2025-03-26 04:00:00,1,0,0,desktop
144,905,Winback Flow,social_ad,2025-09-25 12:00:00,1,0,1,mobile
145,1066,Black Friday,sms,2025-11-13 15:00:00,0,0,0,mobile
146,23,Back to School,email,2024-07-14 18:00:00,1,0,0,mobile
147,165,Retention Nudge,push,2025-03-30 10:00:00,1,0,0,tablet
148,1114,Creator Campaign,email,2025-02-20 06:00:00,1,0,0,mobile
149,873,Referral Blast,social_ad,2024-01-05 12:00:00,1,0,0,tablet
150,989,Back to School,email,2024-07-04 12:00:00,0,1,0,mobile
151,27,Back to School,social_ad,2025-09-28 09:00:00,1,0,0,mobile
152,1185,Creator Campaign,email,2025-09-15 22:00:00,1,0,0,desktop
153,428,Holiday Push,push,2024-02-09 14:00:00,1,0,0,desktop
154,279,Creator Campaign,email,2025-04-22 23:00:00,1,1,0,mobile
155,229,Creator Campaign,email,2024-06-22 19:00:00,0,0,0,desktop
156,562,Holiday Push,email,2025-05-26 12:00:00,0,0,0,mobile
157,446,Referral Blast,email,2025-06-29 00:00:00,0,1,0,mobile
158,586,Holiday Push,push,2025-02-13 02:00:00,0,0,0,desktop
159,729,Holiday Push,push,2025-10-11 21:00:00,0,0,0,mobile
160,52,Referral Blast,sms,2024-11-06 08:00:00,1,0,0,desktop
161,374,Back to School,email,2025-11-26 22:00:00,1,0,0,desktop
162,742,Winback Flow,push,2025-09-01 02:00:00,1,0,0,mobile
163,40,Black Friday,sms,2025-01-26 10:00:00,0,0,0,desktop
164,1071,Winback Flow,push,2025-11-12 10:00:00,1,1,0,mobile
165,616,Back to School,push,2024-10-14 17:00:00,1,0,0,desktop
166,556,Back to School,push,2024-03-13 20:00:00,1,1,0,mobile
167,260,Black Friday,email,2025-08-07 05:00:00,1,0,1,mobile
168,672,Holiday Push,email,2025-07-04 07:00:00,1,1,0,mobile
169,70,Retention Nudge,social_ad,2025-12-31 12:00:00,1,1,0,mobile
170,277,Holiday Push,email,2025-12-27 04:00:00,1,0,0,mobile
171,731,Creator Campaign,push,2025-08-30 07:00:00,0,1,0,mobile
172,999,Retention Nudge,sms,2024-03-06 02:00:00,0,1,0,tablet
173,832,Back to School,email,2024-11-03 16:00:00,0,1,0,mobile
174,497,Black Friday,email,2024-07-12 13:00:00,0,0,0,desktop
175,95,Summer Promo,email,2025-07-07 23:00:00,0,1,0,tablet
176,519,Summer Promo,email,2024-12-24 17:00:00,1,0,0,mobile
177,972,Winback Flow,email,2025-02-05 01:00:00,0,0,0,mobile
178,539,Black Friday,email,2024-01-07 21:00:00,1,0,0,mobile
179,215,Referral Blast,social_ad,2024-08-22 10:00:00,0,0,0,mobile
180,393,Referral Blast,email,2025-05-13 11:00:00,0,0,0,mobile
181,329,Referral Blast,social_ad,2024-03-23 14:00:00,0,0,0,mobile
182,69,Summer Promo,email,2025-03-08 02:00:00,1,0,0,desktop
183,539,Creator Campaign,push,2025-07-08 21:00:00,1,0,0,mobile
184,412,Holiday Push,email,2024-11-30 12:00:00,1,0,0,mobile
185,514,Referral Blast,email,2025-10-22 02:00:00,0,0,1,desktop
186,814,Summer Promo,email,2025-04-02 21:00:00,1,0,0,mobile
187,864,Creator Campaign,email,2024-04-16 05:00:00,1,0,0,mobile
188,1081,Back to School,social_ad,2024-12-09 01:00:00,1,0,0,mobile
189,997,Holiday Push,email,2025-07-02 22:00:00,1,1,0,desktop
190,1036,Creator Campaign,email,2025-01-03 10:00:00,1,1,0,mobile
191,969,Summer Promo,email,2024-11-23 06:00:00,1,0,0,mobile
192,977,Summer Promo,email,2025-08-27 19:00:00,1,0,0,mobile
193,167,Summer Promo,push,2025-07-05 16:00:00,1,0,0,mobile
194,859,Retention Nudge,email,2025-03-12 22:00:00,1,0,0,desktop
195,89,Black Friday,email,2025-06-11 20:00:00,0,0,0,mobile
196,676,Retention Nudge,push,2025-09-30 12:00:00,0,0,0,desktop
197,1177,Back to School,email,2024-03-20 03:00:00,1,0,0,mobile
198,1134,Creator Campaign,email,2025-07-16 16:00:00,1,0,0,mobile
199,621,Black Friday,social_ad,2025-04-01 09:00:00,1,0,0,desktop
200,398,Retention Nudge,email,2025-12-23 15:00:00,1,1,1,mobile
201,973,Summer Promo,sms,2024-07-04 02:00:00,0,0,0,mobile
202,1043,Winback Flow,push,2025-10-17 14:00:00,1,0,0,mobile
203,652,Summer Promo,sms,2024-11-26 09:00:00,1,0,0,mobile
204,977,Winback Flow,push,2025-04-17 09:00:00,1,0,0,desktop
205,48,Holiday Push,push,2025-11-29 14:00:00,1,0,0,mobile
206,1067,Referral Blast,email,2025-02-10 01:00:00,1,0,1,desktop
207,695,Creator Campaign,social_ad,2025-10-15 10:00:00,1,0,0,mobile
208,1040,Holiday Push,email,2025-07-19 23:00:00,0,0,0,desktop
209,640,Summer Promo,email,2025-11-16 06:00:00,1,0,0,desktop
210,849,Creator Campaign,social_ad,2025-07-07 11:00:00,1,0,1,desktop
211,475,Summer Promo,sms,2024-10-17 23:00:00,0,1,0,desktop
212,748,Referral Blast,email,2024-06-19 14:00:00,1,0,0,desktop
213,146,Retention Nudge,social_ad,2024-11-11 02:00:00,1,0,0,mobile
214,873,Winback Flow,sms,2026-01-13 10:00:00,1,0,0,tablet
215,969,Summer Promo,sms,2025-01-07 04:00:00,1,0,0,desktop
216,173,Retention Nudge,email,2025-04-09 01:00:00,0,0,0,mobile
217,785,Referral Blast,social_ad,2025-10-19 11:00:00,0,0,0,mobile
218,822,Black Friday,push,2024-06-14 12:00:00,0,0,0,mobile
219,1157,Retention Nudge,social_ad,2026-02-13 19:00:00,1,0,0,tablet
220,1106,Creator Campaign,email,2025-07-04 02:00:00,1,1,0,desktop
221,258,Back to School,email,2024-02-28 11:00:00,1,1,0,mobile
222,307,Referral Blast,push,2025-04-06 18:00:00,0,1,0,tablet
223,1144,Black Friday,email,2024-01-28 01:00:00,1,0,0,desktop
224,816,Back to School,sms,2024-11-29 08:00:00,0,0,0,tablet
225,866,Creator Campaign,social_ad,2024-08-31 03:00:00,1,0,1,desktop
226,838,Retention Nudge,sms,2026-01-06 08:00:00,1,0,0,mobile
227,823,Holiday Push,email,2024-02-10 12:00:00,0,0,0,mobile
228,1156,Retention Nudge,email,2025-10-11 09:00:00,1,0,0,mobile
229,489,Winback Flow,email,2024-07-24 05:00:00,0,0,0,desktop
230,674,Winback Flow,email,2025-05-11 10:00:00,0,0,0,mobile
231,432,Holiday Push,email,2025-12-12 17:00:00,0,0,0,desktop
232,413,Retention Nudge,sms,2025-06-11 16:00:00,0,1,0,desktop
233,465,Holiday Push,email,2026-01-13 07:00:00,0,0,0,mobile
234,540,Black Friday,push,2025-10-31 02:00:00,0,0,0,mobile
235,317,Retention Nudge,social_ad,2025-08-18 07:00:00,1,0,1,mobile
236,1047,Back to School,sms,2025-01-01 09:00:00,1,0,0,mobile
237,338,Summer Promo,email,2024-11-28 18:00:00,0,0,0,desktop
238,357,Back to School,push,2025-05-28 20:00:00,0,0,0,mobile
239,807,Retention Nudge,push,2026-02-02 00:00:00,0,0,0,mobile
240,660,Black Friday,email,2025-03-15 13:00:00,0,0,0,mobile
241,1024,Referral Blast,social_ad,2024-07-31 08:00:00,0,1,0,mobile
242,180,Retention Nudge,email,2025-09-17 14:00:00,1,0,0,mobile
243,44,Back to School,sms,2024-02-05 18:00:00,1,0,0,tablet
244,1100,Referral Blast,sms,2024-01-22 04:00:00,0,1,0,desktop
245,81,Winback Flow,email,2024-03-25 00:00:00,0,0,0,mobile
246,344,Holiday Push,push,2024-01-21 06:00:00,1,1,0,mobile
247,818,Black Friday,email,2026-02-04 13:00:00,0,0,0,desktop
248,956,Referral Blast,social_ad,2025-02-23 02:00:00,1,1,0,mobile
249,1041,Creator Campaign,social_ad,2025-07-28 00:00:00,1,0,0,mobile
250,832,Referral Blast,social_ad,2026-01-04 16:00:00,0,0,0,mobile
251,1189,Black Friday,email,2024-09-19 09:00:00,0,0,0,mobile
252,295,Summer Promo,social_ad,2024-03-12 12:00:00,1,1,0,mobile
253,996,Black Friday,email,2025-05-21 22:00:00,1,1,1,desktop
254,8,Winback Flow,email,2025-02-27 11:00:00,1,0,0,mobile
255,605,Creator Campaign,sms,2024-05-31 23:00:00,0,1,1,mobile
256,128,Creator Campaign,social_ad,2024-06-14 11:00:00,1,0,1,mobile
257,316,Black Friday,email,2026-02-15 02:00:00,0,0,0,mobile
258,239,Winback Flow,email,2024-05-16 18:00:00,1,0,1,mobile
259,755,Creator Campaign,push,2025-01-05 06:00:00,0,0,0,mobile
260,672,Holiday Push,email,2024-07-26 14:00:00,0,0,0,mobile
261,986,Black Friday,email,2025-08-22 05:00:00,0,1,0,mobile
262,951,Black Friday,sms,2024-03-15 18:00:00,0,0,0,mobile
263,808,Creator Campaign,social_ad,2025-02-08 23:00:00,1,0,0,mobile
264,343,Back to School,email,2024-04-29 12:00:00,1,0,0,desktop
265,389,Creator Campaign,push,2024-10-22 04:00:00,0,0,0,mobile
266,51,Holiday Push,email,2024-08-05 16:00:00,1,0,0,desktop
267,100,Referral Blast,email,2024-04-22 21:00:00,0,0,0,mobile
268,92,Retention Nudge,push,2026-02-08 15:00:00,1,0,0,mobile
269,945,Summer Promo,sms,2024-04-28 14:00:00,1,0,0,mobile
270,632,Holiday Push,social_ad,2026-02-11 09:00:00,1,0,0,mobile
271,1105,Winback Flow,social_ad,2025-02-09 00:00:00,0,1,0,desktop
272,1146,Black Friday,email,2024-08-14 09:00:00,1,0,0,tablet
273,1177,Creator Campaign,email,2025-01-19 08:00:00,1,0,0,tablet
274,663,Black Friday,email,2024-04-29 15:00:00,0,0,0,mobile
275,1122,Retention Nudge,push,2024-01-10 14:00:00,0,1,0,mobile
276,195,Summer Promo,push,2026-02-16 06:00:00,0,1,0,mobile
277,456,Black Friday,sms,2024-05-15 06:00:00,1,0,0,desktop
278,464,Creator Campaign,push,2024-04-28 10:00:00,0,1,1,mobile
279,1022,Referral Blast,social_ad,2024-10-06 19:00:00,0,0,0,desktop
280,212,Creator Campaign,sms,2025-01-21 05:00:00,1,1,0,mobile
281,147,Retention Nudge,email,2025-05-16 09:00:00,1,0,0,mobile
282,454,Referral Blast,email,2025-10-15 00:00:00,0,0,0,desktop
283,215,Creator Campaign,email,2025-04-08 11:00:00,0,0,0,mobile
284,778,Referral Blast,email,2024-11-01 03:00:00,1,0,0,mobile
285,837,Creator Campaign,email,2024-10-13 17:00:00,0,0,0,desktop
286,1082,Referral Blast,social_ad,2025-12-12 12:00:00,0,0,0,desktop
287,1147,Creator Campaign,social_ad,2025-12-02 18:00:00,1,0,0,desktop
288,930,Retention Nudge,email,2024-07-10 06:00:00,1,0,0,desktop
289,268,Referral Blast,email,2025-11-21 06:00:00,0,0,0,mobile
290,806,Retention Nudge,email,2025-03-31 16:00:00,0,0,0,tablet
291,1077,Summer Promo,sms,2024-02-02 05:00:00,1,0,0,desktop
292,847,Back to School,email,2024-10-23 22:00:00,0,1,1,desktop
293,751,Creator Campaign,social_ad,2024-08-08 11:00:00,1,1,0,tablet
294,35,Back to School,push,2024-12-30 20:00:00,1,0,0,desktop
295,136,Retention Nudge,email,2024-03-10 04:00:00,1,1,0,desktop
296,1161,Retention Nudge,social_ad,2025-11-04 19:00:00,1,0,0,mobile
297,713,Winback Flow,social_ad,2024-03-23 08:00:00,0,1,0,mobile
298,392,Black Friday,social_ad,2024-05-12 10:00:00,1,1,0,mobile
299,749,Retention Nudge,sms,2024-12-10 18:00:00,0,0,0,desktop
300,172,Holiday Push,email,2024-08-30 00:00:00,1,1,0,desktop
301,748,Creator Campaign,email,2025-08-09 12:00:00,1,0,0,desktop
302,1000,Back to School,social_ad,2024-10-05 18:00:00,1,0,0,desktop
303,594,Referral Blast,push,2024-02-29 10:00:00,1,1,0,tablet
304,1163,Black Friday,email,2024-09-19 11:00:00,0,0,0,mobile
305,642,Black Friday,social_ad,2024-04-12 08:00:00,0,1,0,mobile
306,10,Back to School,push,2024-05-31 02:00:00,1,0,0,mobile
307,420,Retention Nudge,social_ad,2024-05-20 01:00:00,1,0,0,tablet
308,976,Creator Campaign,sms,2025-05-31 17:00:00,0,0,0,tablet
309,926,Retention Nudge,social_ad,2024-01-02 20:00:00,1,0,0,desktop
310,880,Holiday Push,email,2024-03-15 07:00:00,1,0,0,mobile
311,270,Holiday Push,social_ad,2024-01-23 09:00:00,1,1,0,mobile
312,204,Holiday Push,email,2024-03-09 04:00:00,1,0,0,tablet
313,587,Back to School,email,2024-01-07 01:00:00,1,0,0,mobile
314,994,Holiday Push,email,2025-02-21 17:00:00,0,0,1,desktop
315,725,Referral Blast,email,2025-09-15 15:00:00,1,0,0,mobile
316,83,Referral Blast,email,2024-05-27 02:00:00,1,0,0,mobile
317,583,Black Friday,sms,2024-03-02 16:00:00,1,0,0,mobile
318,643,Back to School,social_ad,2025-07-18 13:00:00,0,0,0,mobile
319,711,Black Friday,push,2024-11-02 05:00:00,1,1,0,desktop
320,888,Back to School,email,2025-11-24 10:00:00,1,1,0,mobile
321,786,Referral Blast,sms,2025-12-22 16:00:00,1,1,0,mobile
322,339,Holiday Push,sms,2024-05-25 05:00:00,1,0,0,mobile
323,660,Holiday Push,email,2025-09-24 01:00:00,1,0,0,desktop
324,194,Retention Nudge,social_ad,2024-09-29 09:00:00,0,0,0,mobile
325,37,Summer Promo,social_ad,2025-04-16 02:00:00,1,0,0,mobile
326,1020,Retention Nudge,email,2024-12-21 12:00:00,1,0,0,mobile
327,295,Holiday Push,email,2024-08-07 19:00:00,1,1,0,mobile
328,843,Black Friday,email,2025-09-26 06:00:00,1,1,1,mobile
329,68,Retention Nudge,email,2026-02-11 18:00:00,1,0,0,mobile
330,779,Creator Campaign,email,2025-04-21 00:00:00,0,1,0,mobile
331,1058,Back to School,email,2024-09-14 21:00:00,1,0,1,mobile
332,291,Creator Campaign,push,2025-10-23 15:00:00,0,0,1,desktop
333,685,Summer Promo,social_ad,2026-01-02 07:00:00,1,1,0,mobile
334,385,Referral Blast,push,2026-02-15 16:00:00,1,1,1,mobile
335,1180,Back to School,email,2025-07-29 20:00:00,0,0,0,mobile
336,684,Retention Nudge,email,2025-11-13 21:00:00,1,0,0,mobile
337,747,Holiday Push,email,2024-03-25 14:00:00,1,1,0,desktop
338,112,Summer Promo,push,2025-10-12 04:00:00,0,1,0,desktop
339,990,Summer Promo,push,2024-11-07 14:00:00,1,0,0,mobile
340,628,Holiday Push,email,2024-01-24 01:00:00,0,0,0,desktop
341,15,Black Friday,email,2025-06-17 06:00:00,1,0,0,mobile
342,801,Black Friday,email,2025-12-04 14:00:00,1,0,0,mobile
343,510,Retention Nudge,email,2024-05-12 14:00:00,0,0,0,mobile
344,703,Creator Campaign,email,2024-06-23 11:00:00,1,0,0,tablet
345,323,Creator Campaign,email,2024-08-06 17:00:00,1,1,0,mobile
346,629,Winback Flow,sms,2025-04-16 23:00:00,1,1,0,mobile
347,480,Back to School,email,2024-08-09 17:00:00,1,0,0,mobile
348,809,Holiday Push,social_ad,2024-06-08 22:00:00,1,0,0,desktop
349,262,Referral Blast,email,2026-02-19 05:00:00,1,1,0,desktop
350,872,Creator Campaign,email,2024-12-11 01:00:00,1,0,0,desktop
351,1085,Summer Promo,email,2024-08-01 09:00:00,1,0,0,tablet
352,483,Holiday Push,social_ad,2024-08-03 14:00:00,0,0,0,desktop
353,281,Back to School,sms,2026-02-03 21:00:00,1,0,0,mobile
354,147,Back to School,sms,2024-08-25 00:00:00,1,1,0,mobile
355,526,Holiday Push,email,2024-09-23 13:00:00,1,0,0,mobile
356,745,Black Friday,sms,2025-03-10 15:00:00,1,0,0,tablet
357,1086,Holiday Push,email,2024-01-31 07:00:00,0,0,0,tablet
358,670,Black Friday,social_ad,2024-02-27 19:00:00,1,0,0,tablet
359,175,Retention Nudge,email,2026-01-27 09:00:00,1,0,0,desktop
360,339,Summer Promo,push,2025-07-08 10:00:00,1,0,0,desktop
361,1198,Winback Flow,sms,2024-03-04 06:00:00,0,0,0,mobile
362,90,Holiday Push,push,2025-05-21 03:00:00,1,0,0,desktop
363,41,Referral Blast,email,2024-05-03 22:00:00,1,1,0,mobile
364,444,Back to School,social_ad,2024-10-09 08:00:00,1,1,0,mobile
365,745,Creator Campaign,social_ad,2024-08-11 01:00:00,0,0,0,desktop
366,1105,Holiday Push,email,2024-02-14 18:00:00,0,0,0,desktop
367,495,Black Friday,email,2024-02-24 18:00:00,0,0,0,mobile
368,1188,Black Friday,email,2024-09-17 01:00:00,1,0,0,desktop
369,41,Winback Flow,email,2025-02-22 22:00:00,1,0,0,desktop
370,1084,Back to School,email,2024-02-26 23:00:00,0,0,0,desktop
371,1032,Summer Promo,email,2025-05-07 12:00:00,0,0,0,mobile
372,1079,Referral Blast,email,2024-10-25 21:00:00,1,1,0,tablet
373,671,Retention Nudge,sms,2025-02-05 11:00:00,1,1,0,mobile
374,621,Creator Campaign,email,2025-06-17 21:00:00,1,0,1,tablet
375,720,Winback Flow,email,2024-06-08 05:00:00,1,0,0,mobile
376,901,Holiday Push,social_ad,2024-07-08 14:00:00,0,0,0,mobile
377,721,Winback Flow,email,2025-02-03 16:00:00,0,0,0,desktop
378,751,Retention Nudge,email,2025-04-23 10:00:00,0,0,0,mobile
379,601,Summer Promo,social_ad,2025-12-10 13:00:00,1,1,0,tablet
